# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2348785061025
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] sched_ttwu_pending
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] sysvec_call_function_single
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] ttwu_do_activate
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.01%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] rb_erase
     0.01%     0.01%  kcompactd0       [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] __slab_free
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] update_blocked_averages
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] irq_exit_rcu
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] run_rebalance_domains
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] unlock_page
     0.01%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] xas_clear_mark
     0.01%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] xas_init_marks
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] ktime_get
     0.01%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.01%  kswapd0          [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.00%  kswapd0          [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.01%     0.00%  kswapd0          [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] lru_gen_del_page
     0.01%     0.01%  kswapd0          [kernel.vmlinux]  [k] _raw_spin_lock
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.01%     0.01%  kworker/48:2-mm  [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] __vunmap
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] _raw_spin_lock
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] free_work
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] process_one_work
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] remove_vm_area
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  kworker/48:2-mm  [kernel.vmlinux]  [k] worker_thread
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] clear_buddies
     0.01%     0.01%  iou-wrk-3059     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  kworker/52:2-mm  [kernel.vmlinux]  [k] vunmap_range_noflush
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] __vunmap
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] free_work
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] process_one_work
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] remove_vm_area
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  kworker/52:2-mm  [kernel.vmlinux]  [k] worker_thread
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] scheduler_tick
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] task_tick_fair
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] update_process_times
     0.01%     0.01%  kworker/6:1-eve  [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] __vunmap
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] _raw_spin_lock
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] free_vmap_area_noflush
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] free_work
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] process_one_work
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] remove_vm_area
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  kworker/6:1-eve  [kernel.vmlinux]  [k] worker_thread
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.01%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] xas_create
     0.01%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] xas_store
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] asm_sysvec_reschedule_ipi
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] asm_sysvec_reschedule_ipi
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] preempt_schedule_common
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] uncharge_page
     0.01%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.01%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] task_tick_fair
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] shrink_page_list
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] __x64_sys_io_uring_enter
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] lru_gen_del_page
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.01%     0.01%  :-1              [kernel.vmlinux]  [k] pick_next_task_fair
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] __slab_free
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] task_tick_fair
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] scheduler_tick
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] update_process_times
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] xas_clear_mark
     0.01%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] xas_init_marks
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.01%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] _raw_spin_trylock
     0.01%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.01%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] irq_exit_rcu
     0.01%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] rebalance_domains
     0.01%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] map_id_range_down
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] make_kuid
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] touch_atime
     0.01%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] prep_new_page
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] rcu_nmi_exit
     0.01%     0.00%  swapper          [kernel.vmlinux]  [k] irqentry_exit
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] fput_many
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] __free_one_page
     0.01%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.01%     0.01%  kcompactd0       [kernel.vmlinux]  [k] _find_next_bit
     0.01%     0.00%  kcompactd0       [kernel.vmlinux]  [k] cpumask_next
     0.01%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] __io_complete_rw_common
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3059     [kernel.vmlinux]  [k] sched_clock
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] xas_store
     0.01%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] __slab_free
     0.01%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] lru_gen_del_page
     0.01%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] __slab_free
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] perf_swevent_stop
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] perf_event_task_tick
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] scheduler_tick
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] update_process_times
     0.01%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] io_req_complete_post
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.01%  kworker/18:1-mm  [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] __vunmap
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] _raw_spin_lock
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] free_vmap_area_noflush
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] free_work
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] process_one_work
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] remove_vm_area
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  kworker/18:1-mm  [kernel.vmlinux]  [k] worker_thread
     0.01%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] init_timer_key
     0.01%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.01%     0.01%  iou-wrk-3095     [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3097     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] unlock_page
     0.01%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] perf_output_end
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_fork
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_task
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_task_output
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] xas_create
     0.01%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.01%  iou-wrk-3090     [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.01%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.01%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3093     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] __slab_free
     0.01%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3090     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] _raw_read_lock
     0.01%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-3095     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] wakeup_kswapd
     0.01%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] __xas_next
     0.01%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] bpf_lsm_file_permission
     0.01%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-3097     [kernel.vmlinux]  [k] psi_flags_change
     0.01%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3097     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] should_fail_alloc_page
     0.01%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] __bitmap_andnot
     0.01%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] irq_work_tick
     0.01%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] __hrtimer_run_queues
