# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2293805531353
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.02%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] kfree
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.02%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.02%  iou-wrk-2945     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2979     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.02%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] psi_group_change
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-2980     [kernel.vmlinux]  [k] enqueue_timer
     0.02%     0.01%  iou-wrk-2967     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.02%     0.02%  iou-wrk-2950     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.02%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.01%  iou-wrk-2947     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.02%     0.01%  iou-wrk-2979     [kernel.vmlinux]  [k] update_curr
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.01%  iou-wrk-2944     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2973     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-2950     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.02%  iou-wrk-2946     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] dequeue_task
     0.02%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.02%     0.01%  iou-wrk-2968     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.02%     0.01%  iou-wrk-2967     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] __list_add_valid
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2959     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.02%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.02%     0.01%  iou-wrk-2982     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.01%  iou-wrk-2969     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] kfree
     0.02%     0.02%  iou-wrk-2979     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2950     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2946     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.01%  iou-wrk-2959     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] native_load_tls
     0.02%     0.02%  iou-wrk-2948     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] current_time
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.02%     0.01%  iou-wrk-2945     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-2982     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.01%  iou-wrk-2959     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-2971     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] set_next_buddy
     0.02%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] detach_if_pending
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] __entry_text_start
     0.02%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.02%     0.02%  iou-wrk-2948     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.02%     0.01%  iou-wrk-2949     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] xa_load
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.01%  iou-wrk-2975     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] blk_finish_plug
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.02%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.02%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.01%  iou-wrk-2968     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] rcu_all_qs
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] psi_flags_change
     0.02%     0.02%  iou-wrk-2945     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.01%  iou-wrk-2969     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.02%  iou-wrk-2973     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.02%     0.02%  iou-wrk-2946     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.01%  iou-wrk-2981     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-2977     [kernel.vmlinux]  [k] xa_load
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.01%  iou-wrk-2968     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] kfree
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.02%     0.01%  iou-wrk-2965     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] try_charge_memcg
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] bpf_lsm_file_permission
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.02%  iou-wrk-2959     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] save_fpregs_to_fpstate
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] mempool_alloc
     0.02%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] enqueue_timer
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-2958     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-2946     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-2979     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] xa_load
     0.02%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] dequeue_task
     0.02%     0.01%  iou-wrk-2947     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.02%  iou-wrk-2945     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] perf_event_task_tick
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] scheduler_tick
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] tick_sched_timer
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] update_process_times
     0.02%     0.02%  iou-wrk-2972     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.02%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.02%     0.02%  iou-wrk-2948     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2951     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] current_time
     0.02%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.02%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] __task_rq_lock
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] xas_start
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] __alloc_pages_bulk
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] __vmalloc_node_range
     0.02%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] ___slab_alloc
     0.01%     0.00%  swapper          [kernel.vmlinux]  [k] find_busiest_group
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  swapper          [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] evict_pages
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] shrink_lruvec
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] shrink_node
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] try_to_free_pages
     0.01%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] __mod_memcg_state
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] __alloc_pages
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] evict_pages
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] shrink_lruvec
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] shrink_node
     0.01%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] try_to_free_pages
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] native_irq_return_iret
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] evict_pages
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] shrink_lruvec
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] shrink_node
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] try_to_free_pages
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] rcu_eqs_exit.constprop.0
     0.01%     0.00%  swapper          [kernel.vmlinux]  [k] rcu_idle_exit
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] evict_pages
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] shrink_lruvec
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] shrink_node
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] try_to_free_pages
     0.01%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] dequeue_task
