# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8777788382501
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     1.23%     0.00%  iou-wrk-3350     [kernel.vmlinux]  [k] io_issue_sqe
     1.23%     0.00%  iou-wrk-3350     [kernel.vmlinux]  [k] io_read
     1.23%     0.01%  iou-wrk-3344     [kernel.vmlinux]  [k] filemap_get_pages
     1.23%     0.00%  iou-wrk-3347     [kernel.vmlinux]  [k] filemap_get_pages
     1.23%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] filemap_get_pages
     1.22%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] filemap_get_pages
     1.22%     0.02%  iou-wrk-3383     [kernel.vmlinux]  [k] filemap_read
     1.22%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] filemap_get_pages
     1.22%     0.02%  iou-wrk-3381     [kernel.vmlinux]  [k] filemap_read
     1.21%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.03%  iou-wrk-3373     [kernel.vmlinux]  [k] filemap_read
     1.20%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3352     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] filemap_get_pages
     1.19%     0.03%  iou-wrk-3372     [kernel.vmlinux]  [k] filemap_read
     1.19%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] filemap_get_pages
     1.19%     0.02%  iou-wrk-3350     [kernel.vmlinux]  [k] filemap_read
     1.19%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3353     [kernel.vmlinux]  [k] filemap_get_pages
     1.17%     0.01%  iou-wrk-3379     [kernel.vmlinux]  [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.16%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] filemap_get_pages
     1.15%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] filemap_get_pages
     1.15%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.15%     1.15%  swapper          [kernel.vmlinux]  [k] intel_idle
     1.15%     0.00%  iou-wrk-3345     [kernel.vmlinux]  [k] filemap_get_pages
     1.14%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.14%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.51%  fio              [kernel.vmlinux]  [k] _raw_spin_lock
     1.12%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] filemap_get_pages
     1.11%     0.01%  iou-wrk-3375     [kernel.vmlinux]  [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-3349     [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.09%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.01%  iou-wrk-3365     [kernel.vmlinux]  [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-3344     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.09%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] filemap_get_pages
     1.08%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] filemap_get_pages
     1.08%     0.01%  iou-wrk-3380     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.08%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.08%     0.01%  iou-wrk-3347     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.07%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] filemap_get_pages
     1.06%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.06%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.06%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] filemap_get_pages
     1.05%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] filemap_get_pages
     1.05%     0.01%  iou-wrk-3354     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.04%     0.01%  iou-wrk-3366     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.04%     0.01%  iou-wrk-3352     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.03%     0.01%  iou-wrk-3374     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] filemap_get_pages
     1.02%     0.01%  iou-wrk-3350     [kernel.vmlinux]  [k] filemap_get_pages
     1.02%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3345     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-3353     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.97%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.97%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.95%     0.01%  iou-wrk-3349     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.95%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.95%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.01%  iou-wrk-3356     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.92%  fio              [kernel.vmlinux]  [k] available_idle_cpu
     0.93%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.92%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.92%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.92%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.91%     0.04%  fio              [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.90%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.89%     0.01%  iou-wrk-3350     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.84%     0.34%  fio              [kernel.vmlinux]  [k] update_curr
     0.78%     0.06%  swapper          [kernel.vmlinux]  [k] __schedule
     0.78%     0.00%  swapper          [kernel.vmlinux]  [k] schedule_idle
     0.68%     0.07%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] balance_pgdat
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] kswapd
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] kthread
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] ret_from_fork
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_node
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.64%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_lruvec
     0.63%     0.03%  kswapd0          [kernel.vmlinux]  [k] evict_pages
     0.63%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] read_pages
     0.62%     0.01%  iou-wrk-3386     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.62%     0.10%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     0.61%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] read_pages
     0.60%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.60%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] read_pages
     0.59%     0.59%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.59%     0.02%  iou-wrk-3368     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.58%     0.01%  iou-wrk-3348     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.58%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] read_pages
     0.56%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] read_pages
     0.56%     0.01%  iou-wrk-3354     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.56%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] read_pages
     0.55%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] read_pages
     0.55%     0.13%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.55%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] submit_bio
     0.55%     0.01%  iou-wrk-3351     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.55%     0.02%  iou-wrk-3346     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.54%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] submit_bio_noacct
     0.54%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] read_pages
     0.54%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __submit_bio
     0.54%     0.00%  iou-wrk-3352     [kernel.vmlinux]  [k] read_pages
     0.54%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] read_pages
     0.54%     0.00%  iou-wrk-3344     [kernel.vmlinux]  [k] read_pages
     0.54%     0.01%  iou-wrk-3352     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.54%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] read_pages
     0.54%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] submit_bio
     0.53%     0.01%  iou-wrk-3344     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.01%  iou-wrk-3377     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-3345     [kernel.vmlinux]  [k] read_pages
     0.53%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] read_pages
     0.52%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] pmem_submit_bio
     0.52%     0.01%  iou-wrk-3385     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] read_pages
     0.52%     0.01%  iou-wrk-3374     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.52%     0.23%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.52%     0.01%  iou-wrk-3345     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] submit_bio_noacct
     0.52%     0.00%  iou-wrk-3347     [kernel.vmlinux]  [k] read_pages
     0.52%     0.01%  iou-wrk-3380     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] __submit_bio
     0.51%     0.00%  iou-wrk-3347     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.51%     0.51%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.51%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] submit_bio
     0.50%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] read_pages
     0.50%     0.18%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.50%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] __submit_bio
     0.50%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] submit_bio_noacct
     0.50%     0.00%  iou-wrk-3353     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] submit_bio
     0.50%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] read_pages
     0.50%     0.02%  iou-wrk-3353     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] pmem_submit_bio
     0.50%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] submit_bio
     0.49%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] read_pages
     0.49%     0.05%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.49%     0.01%  iou-wrk-3379     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3352     [kernel.vmlinux]  [k] submit_bio
     0.49%     0.01%  iou-wrk-3359     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.02%  iou-wrk-3366     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3355     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3361     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] pmem_do_read
     0.49%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] submit_bio
     0.49%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] submit_bio_noacct
     0.49%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] __submit_bio
     0.49%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] submit_bio_noacct
     0.49%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] submit_bio
     0.49%     0.00%  iou-wrk-3349     [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-3352     [kernel.vmlinux]  [k] submit_bio_noacct
     0.49%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] submit_bio
     0.49%     0.01%  iou-wrk-3356     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.48%  iou-wrk-3369     [kernel.vmlinux]  [k] copy_mc_fragile
     0.48%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] read_pages
     0.48%     0.01%  iou-wrk-3362     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-3384     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.00%  iou-wrk-3352     [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] submit_bio_noacct
     0.48%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] read_pages
     0.48%     0.01%  iou-wrk-3349     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] submit_bio_noacct
     0.48%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-3358     [kernel.vmlinux]  [k] pmem_submit_bio
     0.48%     0.01%  iou-wrk-3386     [kernel.vmlinux]  [k] __submit_bio
     0.48%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] pmem_submit_bio
     0.47%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] submit_bio
     0.47%     0.01%  iou-wrk-3370     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] __submit_bio
     0.47%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] submit_bio_noacct
     0.47%     0.02%  iou-wrk-3381     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.00%  iou-wrk-3348     [kernel.vmlinux]  [k] pmem_do_read
     0.47%     0.11%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.47%     0.01%  iou-wrk-3360     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] read_pages
     0.46%     0.46%  iou-wrk-3348     [kernel.vmlinux]  [k] copy_mc_fragile
     0.46%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.01%  iou-wrk-3376     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3344     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.01%  iou-wrk-3352     [kernel.vmlinux]  [k] pmem_submit_bio
     0.46%     0.00%  iou-wrk-3345     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] pmem_submit_bio
     0.46%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] pmem_submit_bio
     0.46%     0.23%  fio              [kernel.vmlinux]  [k] psi_task_switch
     0.46%     0.46%  iou-wrk-3368     [kernel.vmlinux]  [k] copy_mc_fragile
     0.46%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] pmem_do_read
     0.46%     0.01%  iou-wrk-3357     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-3360     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] submit_bio_noacct
     0.46%     0.01%  iou-wrk-3367     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.43%  fio              [kernel.vmlinux]  [k] _find_next_bit
     0.45%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] pmem_submit_bio
     0.45%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.00%  iou-wrk-3345     [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.00%  iou-wrk-3345     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] pmem_do_read
     0.45%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.02%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.45%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.01%  iou-wrk-3365     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] submit_bio
     0.45%     0.44%  iou-wrk-3358     [kernel.vmlinux]  [k] copy_mc_fragile
     0.45%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.01%  iou-wrk-3373     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] read_pages
     0.44%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-3353     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.01%  iou-wrk-3344     [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.00%  iou-wrk-3344     [kernel.vmlinux]  [k] submit_bio_noacct
     0.44%     0.40%  fio              [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.44%     0.01%  iou-wrk-3352     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.00%  iou-wrk-3347     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-3346     [kernel.vmlinux]  [k] pmem_submit_bio
     0.44%     0.01%  iou-wrk-3350     [kernel.vmlinux]  [k] read_pages
     0.44%     0.00%  iou-wrk-3353     [kernel.vmlinux]  [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3349     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-3351     [kernel.vmlinux]  [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] read_pages
     0.44%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] submit_bio_noacct
     0.44%     0.01%  iou-wrk-3345     [kernel.vmlinux]  [k] pmem_submit_bio
     0.44%     0.43%  iou-wrk-3386     [kernel.vmlinux]  [k] copy_mc_fragile
     0.44%     0.02%  iou-wrk-3372     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.44%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.43%     0.00%  iou-wrk-3353     [kernel.vmlinux]  [k] __submit_bio
     0.43%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] submit_bio
     0.43%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] pmem_submit_bio
     0.43%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] __submit_bio
     0.43%     0.43%  iou-wrk-3351     [kernel.vmlinux]  [k] copy_mc_fragile
     0.43%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] __submit_bio
     0.43%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] submit_bio
     0.43%     0.43%  iou-wrk-3352     [kernel.vmlinux]  [k] copy_mc_fragile
     0.43%     0.00%  iou-wrk-3352     [kernel.vmlinux]  [k] pmem_do_read
     0.43%     0.01%  iou-wrk-3377     [kernel.vmlinux]  [k] pmem_submit_bio
     0.43%     0.42%  fio              [kernel.vmlinux]  [k] native_sched_clock
