# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 906K of event 'cycles'
# Event count (approx.): 83830674564148
#
# Children      Self  Command          Shared Object       Symbol                                          
# ........  ........  ...............  ..................  ................................................
#
     0.01%     0.01%  iou-wrk-3182     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.01%  iou-wrk-3167     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] xa_load
     0.01%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3207     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3226     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] native_sched_clock
     0.01%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3201     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.01%  iou-wrk-3210     [kernel.vmlinux]    [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3193     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] psi_task_change
     0.01%     0.01%  iou-wrk-3225     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3203     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] xas_init_marks
     0.01%     0.00%  iou-wrk-3211     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  swapper          [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3218     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] xas_start
     0.01%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-3227     [kernel.vmlinux]    [k] __free_one_page
     0.01%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] psi_task_change
     0.01%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  fio              [kernel.vmlinux]    [k] irq_exit_rcu
     0.01%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3211     [kernel.vmlinux]    [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3201     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.01%  iou-wrk-3222     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3237     [kernel.vmlinux]    [k] native_sched_clock
     0.01%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.00%  kswapd0          [kernel.vmlinux]    [k] uncharge_batch
     0.01%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3216     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] xas_init_marks
     0.01%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] xas_start
     0.01%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3170     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.01%  iou-wrk-3218     [kernel.vmlinux]    [k] xas_start
     0.01%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3235     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3211     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] update_load_avg
     0.01%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.01%  iou-wrk-3176     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-3205     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.01%  iou-wrk-3190     [kernel.vmlinux]    [k] kfree
     0.01%     0.01%  iou-wrk-3229     [kernel.vmlinux]    [k] xas_start
     0.01%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] schedule
     0.01%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3212     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] __cond_resched
     0.01%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3240     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]    [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3194     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.01%     0.01%  iou-wrk-3176     [kernel.vmlinux]    [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]    [k] __slab_free
     0.01%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] __free_one_page
     0.01%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] ttwu_do_activate
     0.01%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.01%  iou-wrk-3211     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3204     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.01%  iou-wrk-3207     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.01%  iou-wrk-3212     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3172     [kernel.vmlinux]    [k] xas_start
     0.01%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] ttwu_do_activate
     0.01%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3235     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  fio              [kernel.vmlinux]    [k] io_flush_cached_locked_reqs
     0.01%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3202     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-3208     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] xa_get_order
     0.01%     0.00%  iou-wrk-3201     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3211     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3201     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] xas_init_marks
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] __free_one_page
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3207     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.01%  iou-wrk-3225     [kernel.vmlinux]    [k] __free_one_page
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] xas_init_marks
     0.01%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] del_timer_sync
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3227     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] psi_task_change
     0.01%     0.00%  iou-wrk-3240     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] lock_timer_base
     0.01%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3215     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] ext4_es_lookup_extent
     0.01%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.00%  iou-wrk-3207     [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.01%  iou-wrk-3214     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] workingset_eviction
     0.01%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3213     [kernel.vmlinux]    [k] kfree
     0.01%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] lru_gen_del_page
     0.01%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3186     [kernel.vmlinux]    [k] xas_start
     0.01%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3238     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3218     [kernel.vmlinux]    [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] touch_atime
     0.01%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] __switch_to
     0.01%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] update_curr
