# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 853K of event 'cycles'
# Event count (approx.): 81032972670636
#
# Children      Self  Command          Shared Object       Symbol                                    
# ........  ........  ...............  ..................  ..........................................
#
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] x2apic_send_IPI
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] css_set_move_task
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] tick_nohz_restart_sched_tick
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] local_touch_nmi
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] get_nr_evictable.isra.0
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] walk_component
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] do_sys_open
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] do_sys_openat2
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] sched_clock_idle_wakeup_event
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ksys_write
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] vfs_write
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] pick_next_task_idle
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] __isolate_free_page
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] get_nr_evictable.isra.0
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] get_nr_evictable.isra.0
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_file_write_iter
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] new_sync_write
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] get_nr_evictable.isra.0
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_buffered_write_iter
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] prep_new_page
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] task_fork_fair
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] sched_clock
