# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8867488175834
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.02%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3362     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-3370     [kernel.vmlinux]  [k] update_load_avg
     0.02%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3354     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] copy_process
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] create_io_thread
     0.02%     0.01%  iou-wrk-3372     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3355     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3376     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] sysvec_call_function_single
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.01%  iou-wrk-3373     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.01%  kswapd0          [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.02%  iou-wrk-3393     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3375     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  iou-wrk-3379     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-3381     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3355     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-3364     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3389     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.02%  iou-wrk-3386     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3392     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3354     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.02%  iou-wrk-3367     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3356     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3356     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3393     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3390     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.01%  iou-wrk-3367     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-3377     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3363     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3372     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3390     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3367     [kernel.vmlinux]  [k] update_curr
     0.02%     0.01%  iou-wrk-3358     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-3372     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] cpus_share_cache
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3365     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3358     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3359     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3390     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3388     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3355     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3385     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3381     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.01%  iou-wrk-3356     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.02%  iou-wrk-3355     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3377     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3379     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3387     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3365     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3359     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.01%  iou-wrk-3359     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3373     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.02%     0.01%  iou-wrk-3371     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-3377     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] native_load_tls
     0.02%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3389     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3384     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.02%  iou-wrk-3355     [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.02%  iou-wrk-3382     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.01%  iou-wrk-3387     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.02%  iou-wrk-3390     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.01%  iou-wrk-3374     [kernel.vmlinux]  [k] lru_gen_del_page
     0.02%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] unlock_page
     0.02%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] start_kernel
     0.02%     0.02%  iou-wrk-3373     [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-3376     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3375     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3359     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3393     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.01%  iou-wrk-3379     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  fail2ban-server  [kernel.vmlinux]  [k] load_balance
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] __schedule
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] do_syscall_64
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] newidle_balance
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] pick_next_task_fair
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] schedule
     0.02%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] schedule_hrtimeout_range_clock
     0.02%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3378     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] fget
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3364     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3382     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3360     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3362     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-3376     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3356     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3380     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3366     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-3378     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.01%  iou-wrk-3381     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.02%  iou-wrk-3393     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.01%  iou-wrk-3362     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3360     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.01%  iou-wrk-3362     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.01%  iou-wrk-3386     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-3386     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.01%  iou-wrk-3376     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.02%  iou-wrk-3357     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-3380     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3376     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-3361     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3375     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3368     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3391     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3379     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3367     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  iou-wrk-3363     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3387     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3374     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3360     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.00%  iou-wrk-3370     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3366     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3391     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3391     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-3360     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3385     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3392     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3354     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3361     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3384     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3385     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-3365     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3378     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3385     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.01%  iou-wrk-3381     [kernel.vmlinux]  [k] update_load_avg
