# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2398592790048
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] up_read
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] clear_buddies
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.01%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] rw_verify_area
     0.01%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.01%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] security_file_permission
     0.01%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] __mod_memcg_state
     0.01%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.01%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] page_counter_try_charge
     0.01%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] rw_verify_area
     0.01%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] task_tick_fair
     0.01%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] update_blocked_averages
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] irq_exit_rcu
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] run_rebalance_domains
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] __mod_memcg_state
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] bio_uninit
     0.01%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] ext4_readahead
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] xas_start
     0.01%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] xa_load
     0.01%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] __restore_fpregs_from_fpstate
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] switch_fpu_return
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] wake_all_kswapds
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] arch_dup_task_struct
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.01%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3052     [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] clear_buddies
     0.01%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] calc_wheel_index
     0.01%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] map_id_range_down
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] make_kgid
     0.01%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.01%  :-1              [kernel.vmlinux]  [k] exit_io_context
     0.01%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] timestamp_truncate
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] _raw_read_lock
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.01%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3059     [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] set_next_buddy
     0.01%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3059     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] touch_atime
     0.01%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] xa_get_order
     0.01%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] __enqueue_entity
     0.01%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.01%     0.01%  iou-wrk-3052     [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] lock_timer_base
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] ksoftirqd_running
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] generic_file_read_iter
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] calc_wheel_index
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] perf_event_task_tick
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] rb_next
     0.01%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] fput_many
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_dismantle_req
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] calc_wheel_index
     0.01%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] __slab_free
     0.01%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] fput_many
     0.01%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] xa_load
     0.01%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] map_id_range_down
     0.01%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] make_kuid
     0.01%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.01%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] clear_buddies
     0.01%     0.01%  iou-wrk-3052     [kernel.vmlinux]  [k] switch_task_namespaces
     0.01%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] do_exit
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] __perf_event_header__init_id.isra.0
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] io_wqe_worker
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_comm
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_comm_output
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_iterate_sb
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] wake_all_kswapds
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] __acct_update_integrals
     0.01%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] lock_timer_base
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] lru_cache_add
     0.01%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.01%     0.01%  kworker/16:1-ev  [kernel.vmlinux]  [k] free_vmap_area_noflush
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] __vunmap
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] free_work
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] process_one_work
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] remove_vm_area
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  kworker/16:1-ev  [kernel.vmlinux]  [k] worker_thread
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] copy_thread
     0.01%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] __io_free_req
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] timestamp_truncate
     0.01%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] current_time
     0.01%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] touch_atime
     0.01%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] blk_try_enter_queue
     0.01%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] __mod_memcg_state
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] workingset_refault
     0.01%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] io_assign_current_work
     0.01%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] rb_next
     0.01%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] io_req_complete_post
     0.01%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] __xas_next
     0.01%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.01%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] pick_next_entity
